gene	score_diamond	step_added
92552	0.0734094616639478	133
79447	0.07395323545405111	134
5897	0.07449700924415444	135
694	0.07504078303425775	136
55167	0.07558455682436106	137
64431	0.07612833061446438	138
11236	0.0766721044045677	139
7844	0.07721587819467102	140
125997	0.07775965198477433	141
1046	0.07830342577487764	142
29947	0.07884719956498097	143
10428	0.07939097335508428	144
122706	0.12925523968308933	145
5698	0.04024215705133288	146
5691	0.00590654795279164	147
5689	0.0006089088566705565	148
5702	9.094020653564638e-05	149
51371	4.499756295515433e-05	150
6469	5.030016822536794e-05	151
5704	3.945384535601458e-06	152
4855	2.947099105280071e-05	153
134510	0.007153672603209035	154
388585	0.020515150718592935	155
3549	0.039205293320715914	156
84976	0.007432364066907253	157
23493	0.04014595188760173	158
26508	0.021544071845058944	159
4854	0.01170396941954131	160
3280	0.03851377548499696	161
54492	0.0660339955323452	162
54567	0.011579845012739851	163
3714	0.002701060239275547	164
28514	0.0008519192903330705	165
55851	0.01329564346568217	166
1840	0.023672152977891714	167
23220	0.008499793791984928	168
9253	0.0929853181076672	169
85455	0.09352909189777053	170
92737	0.09407286568787385	171
2619	0.09461663947797716	172
57154	0.10459637810582595	173
5883	0.10563921364489101	174
2178	0.04852380221345255	175
2188	0.003316786808422616	176
8553	0.0033718388631958584	177
135458	0.09787928221859707	178
4092	0.14552200180731079	179
4654	0.1119675508191052	180
79365	0.05164017096635706	181
4783	0.10005437737901034	182
7043	0.15091063235520025	183
23645	0.053228782882014616	184
650	0.03942771129914417	185
9350	0.1022294725394236	186
25928	0.10277324632952692	187
3642	0.1960100376263061	188
50674	0.12168075696902983	189
4760	0.10440456769983687	190
6340	0.19893363533784092	191
6330	0.19990698450510963	192
55957	0.20087974197075692	193
4825	0.20185190773478276	194
164153	0.20282348179718715	195
388662	0.10766721044045677	196
55800	0.20476485481713166	197
6327	0.10875475802066341	198
80351	0.20670386103059038	199
348110	0.10984230560087004	200
